order_id,order_date,product_name,category,unit_price,quantity,revenue,cost,profit,region,country,is_returned
AMZ-2023-003732,2023-04-19 13:33:00,无线鼠标,电子产品,44.57,1,44.57,18,26.57,欧洲,FR,0
AMZ-2023-003733,2023-07-27 09:51:00,猫抓板沙发款,宠物用品,31.9,1,31.9,10,21.9,欧洲,UK,0
AMZ-2023-003734,2023-03-15 07:19:00,机械键盘,电子产品,111.52,1,111.52,60,51.52,北美,MX,0
AMZ-2023-003735,2023-07-16 13:49:00,智能手表表带,电子产品,27.5,1,27.5,12,15.5,亚太,JP,0
AMZ-2023-003736,2023-05-26 17:46:00,记忆棉坐垫,家居厨房,39.47,1,39.47,18,21.47,欧洲,UK,0
AMZ-2023-003737,2023-10-11 10:50:00,A4 复印纸 500张,办公用品,12.07,3,36.2,12,24.2,其他,BR,1
AMZ-2023-003738,2023-10-21 10:10:00,收纳盒 6件套,家居厨房,37.73,1,37.73,14,23.73,亚太,IN,0
AMZ-2023-003739,2023-03-11 20:24:00,跑步腰包,运动户外,15.79,1,15.79,6,9.79,亚太,SG,0
AMZ-2023-003740,2023-06-18 12:23:00,USB-C 集线器,电子产品,52.6,1,52.6,22,30.6,其他,BR,0
AMZ-2023-003741,2023-04-05 15:00:00,手机防窥膜 3片装,电子产品,12.92,1,12.92,5,7.92,北美,MX,0
AMZ-2023-003742,2023-09-12 23:42:00,智能手表表带,电子产品,29.47,1,29.47,12,17.47,欧洲,DE,0
AMZ-2023-003743,2023-01-03 06:53:00,可折叠宠物笼,宠物用品,70.0,2,140.01,70,70.01,欧洲,UK,0
AMZ-2023-003744,2023-06-28 11:16:00,无线蓝牙耳机,电子产品,216.85,1,216.85,89,127.85,北美,MX,1
AMZ-2023-003745,2023-12-22 05:13:00,LED 护眼台灯,家居厨房,47.74,1,47.74,25,22.74,欧洲,FR,0
AMZ-2023-003746,2023-06-19 09:40:00,狗狗磨牙玩具套装,宠物用品,18.5,1,18.5,6,12.5,其他,BR,0
AMZ-2023-003747,2023-06-08 13:34:00,狗狗磨牙玩具套装,宠物用品,17.39,2,34.78,12,22.78,欧洲,DE,0
AMZ-2023-003748,2023-08-20 03:42:00,运动水壶 1L,运动户外,21.51,2,43.02,20,23.02,欧洲,DE,0
AMZ-2023-003749,2023-09-25 00:38:00,硅胶厨房 utensils 套装,家居厨房,32.15,1,32.15,10,22.15,其他,AE,0
AMZ-2023-003750,2023-07-07 12:29:00,智能手表表带,电子产品,32.18,1,32.18,12,20.18,欧洲,FR,0
AMZ-2023-003751,2023-09-24 06:06:00,USB-C 集线器,电子产品,50.76,1,50.76,22,28.76,欧洲,DE,0
AMZ-2023-003752,2023-05-21 08:29:00,智能手表表带,电子产品,26.6,1,26.6,12,14.6,欧洲,UK,0
AMZ-2023-003753,2023-04-07 20:03:00,LED 护眼台灯,家居厨房,54.58,1,54.58,25,29.58,其他,AE,0
AMZ-2023-003754,2023-11-13 02:44:00,便携式充电宝,电子产品,85.06,1,85.06,35,50.06,欧洲,IT,0
AMZ-2023-003755,2023-08-25 01:54:00,宠物饮水机,宠物用品,49.61,1,49.61,22,27.61,欧洲,FR,0
AMZ-2023-003756,2023-05-17 18:23:00,狗狗磨牙玩具套装,宠物用品,18.68,1,18.68,6,12.68,亚太,AU,0
AMZ-2023-003757,2023-06-10 05:16:00,狗狗磨牙玩具套装,宠物用品,19.12,1,19.12,6,13.12,北美,US,0
AMZ-2023-003758,2023-08-04 05:45:00,登山背包 40L,运动户外,101.1,1,101.1,42,59.1,亚太,IN,0
AMZ-2023-003759,2023-11-05 06:28:00,可折叠宠物笼,宠物用品,69.16,2,138.31,70,68.31,其他,BR,0
AMZ-2023-003760,2023-11-07 15:59:00,桌面文件架,办公用品,35.98,1,35.98,12,23.98,亚太,JP,0
AMZ-2023-003761,2023-01-18 02:25:00,跑步腰包,运动户外,16.27,1,16.27,6,10.27,其他,BR,0
AMZ-2023-003762,2023-12-06 19:08:00,手机防窥膜 3片装,电子产品,17.16,1,17.16,5,12.16,北美,MX,0
AMZ-2023-003763,2023-03-22 13:03:00,桌面文件架,办公用品,33.05,1,33.05,12,21.05,亚太,AU,0
AMZ-2023-003764,2023-09-20 11:03:00,白板磁吸套装,办公用品,43.61,1,43.61,18,25.61,其他,SA,0
AMZ-2023-003765,2023-04-01 08:22:00,A4 复印纸 500张,办公用品,11.32,1,11.32,4,7.32,欧洲,UK,0
AMZ-2023-003766,2023-12-14 00:12:00,登山背包 40L,运动户外,101.91,1,101.91,42,59.91,北美,US,0
AMZ-2023-003767,2023-07-19 04:35:00,防滑衣架 20个装,家居厨房,24.13,1,24.13,8,16.13,欧洲,DE,0
AMZ-2023-003768,2023-03-05 11:19:00,防滑衣架 20个装,家居厨房,22.84,1,22.84,8,14.84,欧洲,ES,1
AMZ-2023-003769,2023-09-22 03:51:00,阻力带套装,运动户外,16.56,1,16.56,7,9.56,欧洲,IT,0
AMZ-2023-003770,2023-11-07 17:40:00,可折叠宠物笼,宠物用品,77.19,1,77.19,35,42.19,欧洲,ES,0
AMZ-2023-003771,2023-11-12 05:59:00,猫抓板沙发款,宠物用品,30.98,1,30.98,10,20.98,亚太,AU,0
AMZ-2023-003772,2023-09-19 18:05:00,LED 护眼台灯,家居厨房,62.86,2,125.71,50,75.71,其他,BR,0
AMZ-2023-003773,2023-10-16 15:18:00,跑步腰包,运动户外,16.03,1,16.03,6,10.03,北美,US,0
AMZ-2023-003774,2023-03-13 14:11:00,宠物饮水机,宠物用品,54.99,1,54.99,22,32.99,欧洲,DE,0
AMZ-2023-003775,2023-04-15 19:30:00,白板磁吸套装,办公用品,43.87,2,87.74,36,51.74,亚太,IN,0
AMZ-2023-003776,2023-12-18 19:36:00,宠物饮水机,宠物用品,55.6,1,55.6,22,33.6,欧洲,UK,0
AMZ-2023-003777,2023-06-17 14:12:00,阻力带套装,运动户外,19.1,3,57.3,21,36.3,亚太,IN,0
AMZ-2023-003778,2023-11-04 18:29:00,LED 护眼台灯,家居厨房,47.34,1,47.34,25,22.34,其他,AE,0
AMZ-2023-003779,2023-12-22 08:48:00,宠物饮水机,宠物用品,42.63,3,127.88,66,61.88,其他,BR,0
AMZ-2023-003780,2023-06-12 03:33:00,笔记本散热支架,电子产品,62.52,2,125.05,56,69.05,北美,MX,0
AMZ-2023-003781,2023-02-19 17:12:00,收纳盒 6件套,家居厨房,42.11,1,42.11,14,28.11,欧洲,ES,0
AMZ-2023-003782,2023-08-03 19:15:00,桌面文件架,办公用品,31.12,1,31.12,12,19.12,欧洲,ES,0
AMZ-2023-003783,2023-08-24 00:24:00,无线蓝牙耳机,电子产品,219.77,1,219.77,89,130.77,欧洲,FR,0
AMZ-2023-003784,2023-12-10 22:11:00,猫抓板沙发款,宠物用品,27.34,1,27.34,10,17.34,欧洲,DE,0
AMZ-2023-003785,2023-07-27 09:09:00,登山背包 40L,运动户外,81.47,2,162.94,84,78.94,亚太,IN,0
AMZ-2023-003786,2023-06-10 14:27:00,防滑衣架 20个装,家居厨房,20.39,1,20.39,8,12.39,其他,BR,0
AMZ-2023-003787,2023-03-14 00:03:00,无线鼠标,电子产品,40.49,1,40.49,18,22.49,亚太,SG,0
AMZ-2023-003788,2023-03-08 14:19:00,人体工学腕托,办公用品,22.55,2,45.1,18,27.1,亚太,SG,0
AMZ-2023-003789,2023-11-05 07:58:00,笔记本散热支架,电子产品,67.48,1,67.48,28,39.48,欧洲,DE,0
AMZ-2023-003790,2023-09-24 13:22:00,瑜伽垫加厚防滑,运动户外,39.45,1,39.45,18,21.45,欧洲,IT,0
AMZ-2023-003791,2023-09-04 16:37:00,桌面文件架,办公用品,31.06,1,31.06,12,19.06,其他,SA,0
AMZ-2023-003792,2023-12-06 00:27:00,记忆棉坐垫,家居厨房,49.8,1,49.8,18,31.8,其他,BR,0
AMZ-2023-003793,2023-11-06 01:39:00,记忆棉坐垫,家居厨房,39.69,1,39.69,18,21.69,亚太,JP,0
AMZ-2023-003794,2023-11-02 14:58:00,防滑衣架 20个装,家居厨房,19.81,1,19.81,8,11.81,其他,SA,0
AMZ-2023-003795,2023-05-16 12:26:00,宠物梳毛器,宠物用品,14.54,2,29.09,10,19.09,欧洲,DE,0
AMZ-2023-003796,2023-11-26 23:50:00,笔记本散热支架,电子产品,52.51,1,52.51,28,24.51,亚太,IN,0
AMZ-2023-003797,2023-10-18 04:47:00,笔记本散热支架,电子产品,65.91,1,65.91,28,37.91,亚太,JP,0
AMZ-2023-003798,2023-10-07 17:02:00,登山背包 40L,运动户外,97.37,1,97.37,42,55.37,亚太,SG,0
AMZ-2023-003799,2023-03-28 00:14:00,机械键盘,电子产品,118.79,1,118.79,60,58.79,亚太,IN,0
AMZ-2023-003800,2023-11-19 00:03:00,运动水壶 1L,运动户外,21.68,1,21.68,10,11.68,欧洲,ES,0
AMZ-2023-003801,2023-03-07 21:19:00,无线蓝牙耳机,电子产品,172.54,1,172.54,89,83.54,欧洲,IT,0
AMZ-2023-003802,2023-10-19 17:37:00,记忆棉坐垫,家居厨房,41.67,1,41.67,18,23.67,北美,US,0
AMZ-2023-003803,2023-08-25 17:27:00,机械键盘,电子产品,134.77,1,134.77,60,74.77,欧洲,FR,0
AMZ-2023-003804,2023-10-12 22:38:00,宠物饮水机,宠物用品,49.65,1,49.65,22,27.65,其他,SA,0
AMZ-2023-003805,2023-07-19 07:17:00,人体工学腕托,办公用品,28.11,1,28.11,9,19.11,其他,SA,0
AMZ-2023-003806,2023-01-04 21:25:00,跑步腰包,运动户外,19.05,1,19.05,6,13.05,亚太,JP,0
AMZ-2023-003807,2023-10-20 10:53:00,狗狗磨牙玩具套装,宠物用品,18.72,1,18.72,6,12.72,北美,MX,0
AMZ-2023-003808,2023-01-15 16:42:00,记忆棉坐垫,家居厨房,41.52,1,41.52,18,23.52,其他,SA,0
AMZ-2023-003809,2023-10-26 08:42:00,记忆棉坐垫,家居厨房,40.26,1,40.26,18,22.26,其他,SA,0
AMZ-2023-003810,2023-09-12 05:43:00,防滑衣架 20个装,家居厨房,24.87,1,24.87,8,16.87,欧洲,DE,0
AMZ-2023-003811,2023-03-07 00:17:00,LED 护眼台灯,家居厨房,48.5,1,48.5,25,23.5,亚太,SG,0
AMZ-2023-003812,2023-05-07 21:49:00,瑜伽垫加厚防滑,运动户外,35.22,1,35.22,18,17.22,亚太,AU,0
AMZ-2023-003813,2023-09-10 11:39:00,硅胶厨房 utensils 套装,家居厨房,27.23,1,27.23,10,17.23,亚太,AU,0
AMZ-2023-003814,2023-10-17 06:45:00,无线鼠标,电子产品,41.98,1,41.98,18,23.98,北美,US,0
AMZ-2023-003815,2023-08-15 05:59:00,狗狗磨牙玩具套装,宠物用品,15.71,2,31.41,12,19.41,欧洲,DE,0
AMZ-2023-003816,2023-09-27 07:50:00,宠物饮水机,宠物用品,55.32,1,55.32,22,33.32,欧洲,FR,0
AMZ-2023-003817,2023-01-08 01:24:00,A4 复印纸 500张,办公用品,10.66,1,10.66,4,6.66,其他,SA,0
AMZ-2023-003818,2023-12-15 22:52:00,收纳盒 6件套,家居厨房,39.72,1,39.72,14,25.72,其他,AE,0
AMZ-2023-003819,2023-11-27 22:41:00,白板磁吸套装,办公用品,45.33,1,45.33,18,27.33,欧洲,DE,0
AMZ-2023-003820,2023-12-08 19:26:00,瑜伽垫加厚防滑,运动户外,34.26,1,34.26,18,16.26,北美,CA,0
AMZ-2023-003821,2023-07-12 18:04:00,跑步腰包,运动户外,17.93,2,35.86,12,23.86,北美,CA,0
AMZ-2023-003822,2023-06-09 21:09:00,手机防窥膜 3片装,电子产品,16.78,1,16.78,5,11.78,欧洲,FR,0
AMZ-2023-003823,2023-05-20 16:26:00,A4 复印纸 500张,办公用品,10.94,1,10.94,4,6.94,其他,SA,0
AMZ-2023-003824,2023-05-09 20:06:00,桌面文件架,办公用品,31.71,1,31.71,12,19.71,欧洲,FR,0
AMZ-2023-003825,2023-01-20 13:10:00,笔记本散热支架,电子产品,55.03,1,55.03,28,27.03,欧洲,IT,1
AMZ-2023-003826,2023-09-18 11:50:00,宠物饮水机,宠物用品,55.25,1,55.25,22,33.25,亚太,AU,0
AMZ-2023-003827,2023-04-12 15:54:00,收纳盒 6件套,家居厨房,41.93,1,41.93,14,27.93,北美,CA,0
AMZ-2023-003828,2023-04-04 10:50:00,硅胶厨房 utensils 套装,家居厨房,27.6,1,27.6,10,17.6,欧洲,DE,0
AMZ-2023-003829,2023-12-09 12:12:00,登山背包 40L,运动户外,77.09,1,77.09,42,35.09,亚太,JP,0
AMZ-2023-003830,2023-11-22 23:59:00,登山背包 40L,运动户外,86.56,2,173.13,84,89.13,亚太,AU,0
AMZ-2023-003831,2023-04-21 16:08:00,人体工学腕托,办公用品,28.06,1,28.06,9,19.06,其他,SA,0
AMZ-2023-003832,2023-10-20 22:53:00,手机防窥膜 3片装,电子产品,17.01,1,17.01,5,12.01,欧洲,ES,0
AMZ-2023-003833,2023-01-12 05:55:00,防滑衣架 20个装,家居厨房,23.47,1,23.47,8,15.47,其他,BR,0
AMZ-2023-003834,2023-06-05 05:30:00,记忆棉坐垫,家居厨房,50.17,1,50.17,18,32.17,其他,BR,0
AMZ-2023-003835,2023-03-12 03:45:00,记忆棉坐垫,家居厨房,47.75,1,47.75,18,29.75,欧洲,IT,0
AMZ-2023-003836,2023-07-27 20:47:00,记忆棉坐垫,家居厨房,48.46,1,48.46,18,30.46,其他,SA,0
AMZ-2023-003837,2023-04-21 18:26:00,跑步腰包,运动户外,20.51,1,20.51,6,14.51,北美,US,0
AMZ-2023-003838,2023-11-12 08:40:00,桌面文件架,办公用品,30.33,1,30.33,12,18.33,欧洲,FR,0
AMZ-2023-003839,2023-09-27 13:50:00,记忆棉坐垫,家居厨房,44.98,1,44.98,18,26.98,北美,US,0
AMZ-2023-003840,2023-11-16 12:26:00,瑜伽垫加厚防滑,运动户外,41.66,1,41.66,18,23.66,北美,MX,0
AMZ-2023-003841,2023-08-12 12:28:00,A4 复印纸 500张,办公用品,10.58,1,10.58,4,6.58,欧洲,IT,0
AMZ-2023-003842,2023-07-26 01:02:00,不锈钢保温杯,家居厨房,32.19,1,32.19,15,17.19,其他,SA,0
AMZ-2023-003843,2023-07-22 12:39:00,无线鼠标,电子产品,34.52,3,103.55,54,49.55,欧洲,DE,0
AMZ-2023-003844,2023-02-17 21:13:00,无线蓝牙耳机,电子产品,182.71,2,365.42,178,187.42,亚太,IN,0
AMZ-2023-003845,2023-09-08 08:44:00,跑步腰包,运动户外,20.29,1,20.29,6,14.29,其他,SA,0
AMZ-2023-003846,2023-04-11 10:37:00,智能手表表带,电子产品,26.8,1,26.8,12,14.8,北美,MX,0
AMZ-2023-003847,2023-09-28 22:41:00,机械键盘,电子产品,113.05,1,113.05,60,53.05,欧洲,FR,0
AMZ-2023-003848,2023-09-18 03:55:00,宠物饮水机,宠物用品,47.42,1,47.42,22,25.42,欧洲,FR,0
AMZ-2023-003849,2023-03-04 07:02:00,A4 复印纸 500张,办公用品,11.17,1,11.17,4,7.17,欧洲,FR,0
AMZ-2023-003850,2023-05-26 08:01:00,LED 护眼台灯,家居厨房,57.37,1,57.37,25,32.37,其他,SA,0
AMZ-2023-003851,2023-10-18 11:49:00,USB-C 集线器,电子产品,44.59,1,44.59,22,22.59,北美,CA,0
AMZ-2023-003852,2023-07-05 07:39:00,运动水壶 1L,运动户外,26.51,1,26.51,10,16.51,北美,MX,0
AMZ-2023-003853,2023-02-14 21:52:00,防滑衣架 20个装,家居厨房,21.22,1,21.22,8,13.22,北美,US,0
AMZ-2023-003854,2023-12-02 12:54:00,狗狗磨牙玩具套装,宠物用品,18.8,1,18.8,6,12.8,欧洲,FR,0
AMZ-2023-003855,2023-10-17 08:29:00,智能手表表带,电子产品,30.26,1,30.26,12,18.26,其他,BR,0
AMZ-2023-003856,2023-05-18 23:47:00,人体工学腕托,办公用品,26.5,1,26.5,9,17.5,亚太,IN,0
AMZ-2023-003857,2023-03-22 16:58:00,登山背包 40L,运动户外,91.75,1,91.75,42,49.75,北美,US,0
AMZ-2023-003858,2023-08-03 16:50:00,防滑衣架 20个装,家居厨房,24.35,1,24.35,8,16.35,亚太,JP,0
AMZ-2023-003859,2023-01-23 09:18:00,机械键盘,电子产品,113.36,1,113.36,60,53.36,北美,CA,0
AMZ-2023-003860,2023-09-15 17:17:00,桌面文件架,办公用品,32.72,1,32.72,12,20.72,北美,US,0
AMZ-2023-003861,2023-04-09 17:44:00,宠物饮水机,宠物用品,43.61,1,43.61,22,21.61,北美,MX,0
AMZ-2023-003862,2023-01-09 20:53:00,可折叠宠物笼,宠物用品,82.28,1,82.28,35,47.28,北美,MX,0
AMZ-2023-003863,2023-12-11 10:08:00,宠物梳毛器,宠物用品,15.56,1,15.56,5,10.56,亚太,JP,0
AMZ-2023-003864,2023-11-16 12:55:00,硅胶厨房 utensils 套装,家居厨房,27.34,1,27.34,10,17.34,亚太,IN,0
AMZ-2023-003865,2023-01-11 21:46:00,机械键盘,电子产品,116.59,3,349.78,180,169.78,亚太,SG,0
AMZ-2023-003866,2023-10-21 01:57:00,智能手表表带,电子产品,31.22,1,31.22,12,19.22,欧洲,ES,0
AMZ-2023-003867,2023-08-03 19:49:00,阻力带套装,运动户外,21.29,1,21.29,7,14.29,其他,SA,0
AMZ-2023-003868,2023-04-03 08:38:00,智能手表表带,电子产品,27.83,1,27.83,12,15.83,欧洲,IT,0
AMZ-2023-003869,2023-07-22 19:35:00,桌面文件架,办公用品,34.66,1,34.66,12,22.66,北美,MX,0
AMZ-2023-003870,2023-08-20 11:19:00,猫抓板沙发款,宠物用品,25.3,1,25.3,10,15.3,亚太,AU,0
AMZ-2023-003871,2023-05-14 10:08:00,笔记本散热支架,电子产品,67.47,1,67.47,28,39.47,欧洲,DE,0
AMZ-2023-003872,2023-11-14 05:03:00,硅胶厨房 utensils 套装,家居厨房,25.47,1,25.47,10,15.47,其他,SA,0
AMZ-2023-003873,2023-11-25 06:55:00,记忆棉坐垫,家居厨房,42.18,1,42.18,18,24.18,欧洲,IT,0
AMZ-2023-003874,2023-09-07 09:43:00,登山背包 40L,运动户外,96.66,1,96.66,42,54.66,北美,MX,0
AMZ-2023-003875,2023-01-23 05:19:00,防滑衣架 20个装,家居厨房,24.54,2,49.08,16,33.08,北美,US,0
AMZ-2023-003876,2023-03-17 17:39:00,收纳盒 6件套,家居厨房,41.01,1,41.01,14,27.01,亚太,SG,0
AMZ-2023-003877,2023-11-06 02:08:00,桌面文件架,办公用品,31.17,1,31.17,12,19.17,亚太,JP,0
AMZ-2023-003878,2023-08-08 06:07:00,瑜伽垫加厚防滑,运动户外,40.84,1,40.84,18,22.84,其他,BR,0
AMZ-2023-003879,2023-12-17 11:31:00,记忆棉坐垫,家居厨房,38.35,1,38.35,18,20.35,其他,SA,0
AMZ-2023-003880,2023-10-13 09:35:00,狗狗磨牙玩具套装,宠物用品,16.08,2,32.17,12,20.17,北美,MX,0
AMZ-2023-003881,2023-09-15 09:19:00,运动水壶 1L,运动户外,28.2,1,28.2,10,18.2,北美,US,0
AMZ-2023-003882,2023-12-14 16:10:00,可折叠宠物笼,宠物用品,77.42,1,77.42,35,42.42,欧洲,UK,0
AMZ-2023-003883,2023-02-28 17:06:00,便携式充电宝,电子产品,68.45,1,68.45,35,33.45,欧洲,DE,0
AMZ-2023-003884,2023-03-12 08:08:00,桌面文件架,办公用品,32.75,2,65.5,24,41.5,亚太,SG,0
AMZ-2023-003885,2023-12-13 02:46:00,LED 护眼台灯,家居厨房,62.21,1,62.21,25,37.21,其他,AE,0
AMZ-2023-003886,2023-04-23 09:01:00,跑步腰包,运动户外,16.51,1,16.51,6,10.51,欧洲,ES,0
AMZ-2023-003887,2023-09-10 21:23:00,不锈钢保温杯,家居厨房,35.19,1,35.19,15,20.19,亚太,JP,0
AMZ-2023-003888,2023-09-24 13:49:00,手机防窥膜 3片装,电子产品,14.01,1,14.01,5,9.01,欧洲,ES,0
AMZ-2023-003889,2023-03-13 19:15:00,防滑衣架 20个装,家居厨房,23.26,1,23.26,8,15.26,欧洲,ES,0
AMZ-2023-003890,2023-07-03 11:07:00,宠物饮水机,宠物用品,49.97,1,49.97,22,27.97,北美,MX,0
AMZ-2023-003891,2023-09-08 06:33:00,运动水壶 1L,运动户外,23.07,1,23.07,10,13.07,亚太,JP,0
AMZ-2023-003892,2023-09-21 06:27:00,防滑衣架 20个装,家居厨房,18.86,3,56.59,24,32.59,欧洲,ES,0
AMZ-2023-003893,2023-09-23 18:52:00,宠物梳毛器,宠物用品,14.4,1,14.4,5,9.4,欧洲,FR,0
AMZ-2023-003894,2023-05-24 04:22:00,记忆棉坐垫,家居厨房,48.68,1,48.68,18,30.68,欧洲,IT,0
AMZ-2023-003895,2023-02-27 12:30:00,跑步腰包,运动户外,18.53,1,18.53,6,12.53,欧洲,FR,0
AMZ-2023-003896,2023-01-16 20:43:00,收纳盒 6件套,家居厨房,42.76,1,42.76,14,28.76,北美,CA,0
AMZ-2023-003897,2023-07-07 19:11:00,宠物饮水机,宠物用品,50.14,1,50.14,22,28.14,北美,CA,0
AMZ-2023-003898,2023-07-21 01:20:00,防滑衣架 20个装,家居厨房,23.75,1,23.75,8,15.75,欧洲,UK,0
AMZ-2023-003899,2023-09-11 09:44:00,狗狗磨牙玩具套装,宠物用品,16.23,2,32.47,12,20.47,北美,CA,0
AMZ-2023-003900,2023-09-11 01:06:00,智能手表表带,电子产品,24.97,1,24.97,12,12.97,欧洲,FR,0
AMZ-2023-003901,2023-09-06 01:02:00,宠物饮水机,宠物用品,49.85,1,49.85,22,27.85,亚太,SG,0
AMZ-2023-003902,2023-05-05 21:39:00,便携式充电宝,电子产品,70.16,1,70.16,35,35.16,欧洲,IT,0
AMZ-2023-003903,2023-03-06 12:40:00,智能手表表带,电子产品,30.14,1,30.14,12,18.14,亚太,IN,0
AMZ-2023-003904,2023-05-22 07:29:00,笔记本散热支架,电子产品,66.1,1,66.1,28,38.1,北美,MX,0
AMZ-2023-003905,2023-12-11 03:28:00,记忆棉坐垫,家居厨房,50.47,1,50.47,18,32.47,其他,BR,0
AMZ-2023-003906,2023-07-09 22:39:00,无线蓝牙耳机,电子产品,212.15,1,212.15,89,123.15,亚太,SG,0
AMZ-2023-003907,2023-07-06 20:04:00,桌面文件架,办公用品,34.55,1,34.55,12,22.55,欧洲,IT,0
AMZ-2023-003908,2023-01-04 10:36:00,防滑衣架 20个装,家居厨房,19.21,1,19.21,8,11.21,亚太,JP,0
AMZ-2023-003909,2023-06-13 12:16:00,可折叠宠物笼,宠物用品,68.31,1,68.31,35,33.31,北美,CA,0
AMZ-2023-003910,2023-09-12 04:36:00,笔记本散热支架,电子产品,53.06,1,53.06,28,25.06,其他,AE,0
AMZ-2023-003911,2023-11-02 22:03:00,手机防窥膜 3片装,电子产品,15.44,1,15.44,5,10.44,北美,CA,0
AMZ-2023-003912,2023-07-02 07:45:00,白板磁吸套装,办公用品,43.85,2,87.7,36,51.7,欧洲,IT,0
AMZ-2023-003913,2023-11-02 15:35:00,宠物梳毛器,宠物用品,13.51,1,13.51,5,8.51,其他,BR,0
AMZ-2023-003914,2023-05-06 15:01:00,LED 护眼台灯,家居厨房,59.6,1,59.6,25,34.6,北美,CA,0
AMZ-2023-003915,2023-07-17 16:06:00,USB-C 集线器,电子产品,49.84,1,49.84,22,27.84,北美,MX,0
AMZ-2023-003916,2023-02-14 04:53:00,不锈钢保温杯,家居厨房,31.6,1,31.6,15,16.6,北美,US,0
AMZ-2023-003917,2023-11-15 04:00:00,宠物梳毛器,宠物用品,13.57,1,13.57,5,8.57,亚太,SG,0
AMZ-2023-003918,2023-01-19 02:39:00,运动水壶 1L,运动户外,26.54,1,26.54,10,16.54,其他,AE,0
AMZ-2023-003919,2023-07-07 00:55:00,无线鼠标,电子产品,40.9,1,40.9,18,22.9,亚太,SG,0
AMZ-2023-003920,2023-10-21 13:43:00,登山背包 40L,运动户外,78.5,1,78.5,42,36.5,欧洲,IT,0
AMZ-2023-003921,2023-08-16 15:03:00,硅胶厨房 utensils 套装,家居厨房,31.31,1,31.31,10,21.31,亚太,IN,0
AMZ-2023-003922,2023-01-17 08:56:00,宠物饮水机,宠物用品,43.58,1,43.58,22,21.58,欧洲,FR,0
AMZ-2023-003923,2023-04-17 18:19:00,狗狗磨牙玩具套装,宠物用品,18.09,1,18.09,6,12.09,其他,SA,0
AMZ-2023-003924,2023-01-03 21:59:00,手机防窥膜 3片装,电子产品,16.07,1,16.07,5,11.07,北美,CA,0
AMZ-2023-003925,2023-11-27 23:14:00,不锈钢保温杯,家居厨房,35.15,2,70.29,30,40.29,欧洲,FR,1
AMZ-2023-003926,2023-11-28 20:47:00,A4 复印纸 500张,办公用品,13.3,1,13.3,4,9.3,北美,CA,0
AMZ-2023-003927,2023-11-18 02:39:00,跑步腰包,运动户外,18.67,1,18.67,6,12.67,亚太,IN,0
AMZ-2023-003928,2023-02-23 23:47:00,USB-C 集线器,电子产品,49.59,1,49.59,22,27.59,亚太,SG,0
AMZ-2023-003929,2023-10-03 22:29:00,跑步腰包,运动户外,18.99,2,37.98,12,25.98,亚太,JP,0
AMZ-2023-003930,2023-07-28 15:12:00,手机防窥膜 3片装,电子产品,14.55,1,14.55,5,9.55,亚太,JP,0
AMZ-2023-003931,2023-09-23 08:29:00,便携式充电宝,电子产品,88.63,1,88.63,35,53.63,其他,AE,1
AMZ-2023-003932,2023-07-16 09:33:00,无线蓝牙耳机,电子产品,220.12,1,220.12,89,131.12,北美,US,0
AMZ-2023-003933,2023-09-07 00:07:00,USB-C 集线器,电子产品,49.84,1,49.84,22,27.84,亚太,IN,0
AMZ-2023-003934,2023-04-09 13:04:00,白板磁吸套装,办公用品,50.62,1,50.62,18,32.62,其他,BR,1
AMZ-2023-003935,2023-05-15 21:27:00,人体工学腕托,办公用品,25.77,2,51.53,18,33.53,其他,BR,0
AMZ-2023-003936,2023-02-09 00:52:00,机械键盘,电子产品,140.46,1,140.46,60,80.46,其他,BR,0
AMZ-2023-003937,2023-02-19 17:27:00,无线蓝牙耳机,电子产品,198.44,1,198.44,89,109.44,亚太,JP,1
AMZ-2023-003938,2023-10-02 21:09:00,桌面文件架,办公用品,36.08,1,36.08,12,24.08,其他,AE,0
AMZ-2023-003939,2023-08-23 17:10:00,运动水壶 1L,运动户外,24.53,1,24.53,10,14.53,北美,MX,0
AMZ-2023-003940,2023-11-10 02:20:00,可折叠宠物笼,宠物用品,72.86,1,72.86,35,37.86,亚太,IN,0
AMZ-2023-003941,2023-04-22 09:45:00,智能手表表带,电子产品,27.08,1,27.08,12,15.08,欧洲,FR,0
AMZ-2023-003942,2023-12-06 01:45:00,记忆棉坐垫,家居厨房,49.76,2,99.52,36,63.52,其他,BR,0
AMZ-2023-003943,2023-12-18 20:19:00,便携式充电宝,电子产品,80.43,1,80.43,35,45.43,亚太,JP,0
AMZ-2023-003944,2023-10-19 10:09:00,便携式充电宝,电子产品,67.56,1,67.56,35,32.56,北美,CA,0
AMZ-2023-003945,2023-03-16 21:15:00,宠物饮水机,宠物用品,56.19,1,56.19,22,34.19,北美,MX,0
AMZ-2023-003946,2023-04-25 17:25:00,狗狗磨牙玩具套装,宠物用品,20.2,1,20.2,6,14.2,北美,MX,0
AMZ-2023-003947,2023-09-13 00:37:00,防滑衣架 20个装,家居厨房,22.02,1,22.02,8,14.02,北美,CA,0
AMZ-2023-003948,2023-06-05 20:45:00,不锈钢保温杯,家居厨房,35.58,1,35.58,15,20.58,欧洲,FR,0
AMZ-2023-003949,2023-07-19 16:53:00,运动水壶 1L,运动户外,26.14,2,52.28,20,32.28,亚太,AU,0
AMZ-2023-003950,2023-09-24 19:16:00,宠物梳毛器,宠物用品,16.35,1,16.35,5,11.35,欧洲,UK,0
